frame,sec_elapsed,frontwheel_x,frontwheel_y,frontwheel_r,frontfender_x,frontfender_y,rearwheel_x,rearwheel_y,rearwheel_r,rearfender_x,rearfender_y
416,6.940273607,1900,182,28,1900,118,2482,194,30,2482,126
417,6.956956957,1897,184,29,1897,118,2477,194,30,2477,126
418,6.973640307,1896,186,27,1896,117,2474,194,29,2474,126
419,6.990323657,1890,184,28,1890,117,2468,194,28,2468,126
420,7.007007007,1887,184,30,1887,116,0,0,0,0,0
421,7.023690357,1882,184,30,1882,116,2462,190,29,2462,126
422,7.040373707,1879,184,30,1879,116,2459,192,32,2459,126
423,7.057057057,1874,184,29,1874,116,2454,192,29,2454,126
424,7.073740407,1870,182,27,1870,116,0,0,0,0,0
425,7.090423757,1867,184,30,1867,115,2445,192,29,2445,127
426,7.107107107,1864,186,28,1864,116,2444,194,30,2444,127
427,7.123790457,1861,184,30,1861,116,2437,192,28,2437,127
428,7.140473807,1856,184,29,1856,116,0,0,0,0,0
429,7.157157157,1852,184,26,1852,116,2432,194,29,2432,127
430,7.173840507,1847,190,25,1847,117,2425,194,30,2425,127
431,7.190523857,1845,186,29,1845,117,2423,192,31,2423,127
432,7.207207207,1843,186,29,1843,118,2415,194,29,2415,127
433,7.223890557,1838,186,30,1838,118,2416,196,29,2416,127
434,7.240573907,1833,186,28,1833,119,2411,192,28,2411,127
435,7.257257257,1832,186,27,1832,119,2406,192,29,2406,127
436,7.273940607,1827,188,29,1827,120,2401,190,29,2401,126
437,7.290623957,1823,190,28,1823,121,2399,192,29,2399,126
438,7.307307307,1820,188,27,1820,122,2396,190,32,2396,126
439,7.323990657,1814,190,30,1814,123,2392,194,28,2392,127
440,7.340674007,1812,190,30,1812,124,2388,196,28,2388,127
441,7.357357357,1809,190,27,1809,125,2383,192,27,2383,127
442,7.374040707,1804,190,29,1804,125,2376,194,29,2376,127
443,7.390724057,1799,192,30,1799,127,2377,194,29,2377,127
444,7.407407407,1797,190,30,1797,127,2371,194,30,2371,127
445,7.424090757,1792,190,30,1792,128,2368,194,29,2368,127
446,7.440774107,1790,192,29,1790,129,2360,194,28,2360,127
447,7.457457457,1785,190,29,1785,129,2359,194,29,2359,127
448,7.474140807,1781,190,29,1781,129,2355,192,28,2355,127
449,7.490824157,1778,190,29,1778,130,2352,192,32,2352,127
450,7.507507508,1773,192,29,1773,130,2345,192,29,2345,127
451,7.524190858,1769,190,28,1769,130,2343,194,30,2343,127
452,7.540874208,1766,192,28,1766,130,2340,194,29,2340,127
453,7.557557558,1763,194,28,1763,130,2335,192,31,2335,127
454,7.574240908,1756,192,30,1756,130,2330,194,29,2330,127
455,7.590924258,1752,190,28,1752,129,2326,194,30,2326,127
456,7.607607608,1749,190,29,1749,129,2321,194,30,2321,127
457,7.624290958,1746,190,29,1746,128,2318,194,30,2318,127
458,7.640974308,1742,190,29,1742,128,2314,194,30,2314,128
459,7.657657658,1735,190,28,1735,127,2309,194,29,2309,127
460,7.674341008,1734,190,29,1734,126,2304,192,29,2304,127
461,7.691024358,1728,188,27,1728,126,2298,192,30,2298,127
462,7.707707708,1725,190,29,1725,125,2293,194,29,2293,128
463,7.724391058,1722,190,28,1722,125,2288,192,30,2288,127
464,7.741074408,1716,190,28,1716,124,2284,192,29,2284,127
465,7.757757758,1713,190,30,1713,124,2279,192,30,2279,127
466,7.774441108,1709,190,29,1709,123,2277,194,30,2277,127
467,7.791124458,1704,190,29,1704,123,2274,192,28,2274,127
468,7.807807808,1700,190,29,1700,122,2270,194,30,2270,128
469,7.824491158,1697,190,29,1697,122,2265,194,30,2265,128
470,7.841174508,1693,190,29,1693,122,2261,194,30,2261,127
471,7.857857858,1687,190,27,1687,122,2255,194,32,2255,127
472,7.874541208,1684,190,29,1684,122,2250,190,30,2250,127
473,7.891224558,1680,192,28,1680,122,2248,194,30,2248,127
474,7.907907908,1676,190,28,1676,122,2244,192,28,2244,127
475,7.924591258,1673,190,29,1673,122,2239,194,30,2239,127
476,7.941274608,1668,190,27,1668,122,2232,192,28,2232,127
477,7.957957958,1666,192,28,1666,123,2230,192,28,2230,127
478,7.974641308,1660,190,29,1660,123,2228,194,29,2228,128
479,7.991324658,1656,188,25,1656,124,2220,194,29,2220,127
480,8.008008008,1653,190,29,1653,124,2217,194,30,2217,127
481,8.024691358,1648,190,26,1648,124,2212,192,28,2212,127
482,8.041374708,1644,190,29,1644,125,2208,192,29,2208,127
483,8.058058058,1638,190,27,1638,125,2204,192,28,2204,127
484,8.074741408,1636,192,28,1636,126,2200,192,28,2200,127
485,8.091424758,1632,190,26,1632,126,2198,192,31,2198,127
486,8.108108108,1628,190,29,1628,126,2192,194,29,2192,127
487,8.124791458,1624,190,28,1624,127,2184,194,29,2184,127
488,8.141474808,1618,190,28,1618,127,2184,194,30,2184,127
489,8.158158158,1616,190,26,1616,127,2180,194,29,2180,127
490,8.174841508,1612,190,29,1612,128,2174,192,27,2174,127
491,8.191524858,1608,190,29,1608,128,2170,190,28,2170,127
492,8.208208208,1603,190,29,1603,128,2167,194,30,2167,127
493,8.224891558,1599,190,30,1599,128,2161,190,29,2161,127
494,8.241574908,1596,190,25,1596,128,2158,192,31,2158,127
495,8.258258258,1592,190,29,1592,128,2152,190,29,2152,127
496,8.274941608,1588,190,26,1588,127,2150,192,29,2150,127
497,8.291624958,1584,190,29,1584,127,2142,194,29,2142,127
498,8.308308308,1579,190,29,1579,127,2139,192,28,2139,127
499,8.324991658,1575,188,27,1575,127,2137,194,29,2137,127
500,8.341675008,1571,188,26,1571,126,2129,192,29,2129,127
501,8.358358358,1566,190,26,1566,126,2126,192,30,2126,127
502,8.375041708,1562,190,29,1562,126,2120,190,29,2120,127
503,8.391725058,1559,190,29,1559,125,2119,192,31,2119,127
504,8.408408408,1553,190,29,1553,125,2113,190,28,2113,127
505,8.425091758,1550,190,29,1550,125,2108,192,27,2108,127
506,8.441775108,1546,190,29,1546,124,2104,190,28,2104,127
507,8.458458458,1541,190,29,1541,124,2099,192,27,2099,127
508,8.475141808,1537,188,25,1537,124,2097,192,28,2097,127
509,8.491825158,1533,190,29,1533,124,2093,192,30,2093,127
510,8.508508509,1528,192,28,1528,123,2088,192,29,2088,127
511,8.525191859,1522,188,27,1522,123,2082,194,30,2082,127
512,8.541875209,1521,190,30,1521,123,2079,192,29,2079,127
513,8.558558559,1515,190,29,1515,123,2071,192,28,2071,127
514,8.575241909,1511,188,25,1511,123,2069,194,30,2069,127
515,8.591925259,1508,188,25,1508,123,2064,194,30,2064,127
516,8.608608609,1504,190,28,1504,123,2060,194,30,2060,127
517,8.625291959,1499,190,28,1499,123,2055,192,30,2055,127
518,8.641975309,1496,188,25,1496,123,2052,194,29,2052,127
519,8.658658659,1492,190,27,1492,124,2044,192,29,2044,127
520,8.675342009,1486,188,25,1486,124,2040,194,29,2040,127
521,8.692025359,1483,190,29,1483,124,2039,192,30,2039,127
522,8.708708709,1479,190,29,1479,124,2035,192,29,2035,127
523,8.725392059,1475,190,30,1475,124,2029,192,30,2029,127
524,8.742075409,1471,190,28,1471,124,2025,192,29,2025,127
525,8.758758759,1466,190,29,1466,124,2020,190,28,2020,127
526,8.775442109,1463,190,28,1463,125,2017,192,30,2017,127
527,8.792125459,1458,190,29,1458,125,2010,192,30,2010,127
528,8.808808809,1453,190,29,1453,125,2005,190,29,2005,127
529,8.825492159,1448,190,29,1448,125,2002,192,30,2002,127
530,8.842175509,1445,190,29,1445,125,1997,192,30,1997,127
531,8.858858859,1440,188,25,1440,125,1994,190,29,1994,127
532,8.875542209,1435,190,29,1435,125,1989,192,28,1989,127
533,8.892225559,1432,190,28,1432,125,1982,192,30,1982,127
534,8.908908909,1428,190,28,1428,125,1978,192,30,1978,127
535,8.925592259,1422,190,29,1422,125,1972,190,26,1972,127
536,8.942275609,1419,190,29,1419,125,1971,190,29,1971,127
537,8.958958959,1414,190,28,1414,125,1966,194,30,1966,127
538,8.975642309,1410,186,27,1410,125,1958,190,29,1958,127
539,8.992325659,1407,190,29,1407,125,1957,190,29,1957,127
540,9.009009009,1403,188,25,1403,125,1949,188,29,1949,126
541,9.025692359,1398,190,29,1398,125,1948,190,29,1948,126
542,9.042375709,1394,188,28,1394,125,1944,190,29,1944,125
543,9.059059059,1390,190,28,1390,125,1938,190,28,1938,125
544,9.075742409,1385,190,28,1385,125,1935,186,28,1935,124
545,9.092425759,1381,190,28,1381,125,1929,188,28,1929,124
546,9.109109109,1376,186,27,1376,125,1924,186,29,1924,123
547,9.125792459,1373,188,28,1373,125,1921,186,30,1921,123
548,9.142475809,1370,188,28,1370,125,1916,184,28,1916,122
549,9.159159159,1364,188,28,1364,125,1910,186,30,1910,121
550,9.175842509,1360,190,28,1360,125,1908,186,29,1908,121
551,9.192525859,1354,190,27,1354,125,1902,188,29,1902,121
552,9.209209209,1352,186,27,1352,125,1898,186,30,1898,121
553,9.225892559,1348,186,26,1348,125,1892,186,29,1892,121
554,9.242575909,1344,188,28,1344,125,1886,184,28,1886,121
555,9.259259259,1340,190,28,1340,125,1884,184,29,1884,121
556,9.275942609,1334,190,28,1334,125,1878,186,30,1878,121
557,9.292625959,1329,190,28,1329,125,1875,188,29,1875,121
558,9.309309309,1326,190,28,1326,125,1870,188,30,1870,122
559,9.325992659,1321,190,28,1321,125,1863,188,28,1863,123
560,9.342676009,1316,190,28,1316,125,1860,188,27,1860,123
561,9.359359359,1311,188,29,1311,125,1855,190,29,1855,124
562,9.376042709,1308,186,27,1308,125,1852,188,28,1852,125
563,9.392726059,1302,190,28,1302,125,1846,190,29,1846,125
564,9.409409409,1299,190,28,1299,125,1841,190,30,1841,126
565,9.426092759,1293,190,28,1293,125,1833,190,29,1833,126
566,9.442776109,1288,190,28,1288,125,1830,192,28,1830,127
567,9.459459459,1284,190,28,1284,125,1826,192,30,1826,128
568,9.476142809,1279,190,28,1279,125,1821,194,29,1821,129
569,9.492826159,1274,190,28,1274,125,1814,194,29,1814,130
570,9.50950951,1269,188,28,1269,124,1809,194,30,1809,130
571,9.52619286,1265,188,27,1265,124,1805,194,30,1805,131
572,9.54287621,1260,188,28,1260,124,1800,192,28,1800,131
573,9.55955956,1255,190,27,1255,124,1793,192,29,1793,131
574,9.57624291,1250,190,29,1250,124,1788,194,27,1788,131
575,9.59292626,1245,190,27,1245,123,1783,194,27,1783,131
576,9.60960961,1240,188,28,1240,123,1778,192,29,1778,131
577,9.62629296,1237,188,25,1237,123,1775,194,29,1775,131
578,9.64297631,1233,188,29,1233,123,1769,192,30,1769,130
579,9.65965966,1228,188,28,1228,123,1764,194,29,1764,130
580,9.67634301,1222,188,28,1222,123,1760,194,30,1760,130
581,9.69302636,1217,188,28,1217,123,1753,192,29,1753,129
582,9.70970971,1210,188,27,1210,123,1750,194,29,1750,129
583,9.72639306,1208,188,25,1208,123,1746,192,28,1746,129
584,9.74307641,1204,188,28,1204,123,1740,192,27,1740,128
585,9.75975976,1199,188,27,1199,123,1733,192,29,1733,128
586,9.77644311,1193,190,28,1193,124,1729,192,27,1729,128
587,9.79312646,1190,190,28,1190,124,1724,194,27,1724,128
588,9.80980981,1185,188,27,1185,124,1717,192,29,1717,128
589,9.82649316,1178,190,27,1178,124,1714,194,29,1714,128
590,9.84317651,1175,190,29,1175,124,1707,194,28,1707,129
591,9.85985986,1169,190,28,1169,124,1703,192,30,1703,129
592,9.87654321,1163,190,28,1163,124,1699,194,30,1699,129
593,9.89322656,1157,190,27,1157,125,1691,194,28,1691,129
594,9.90990991,1153,190,27,1153,125,1687,194,27,1687,130
595,9.92659326,1150,190,29,1150,125,1682,192,29,1682,130
596,9.94327661,1144,190,29,1144,125,1678,194,30,1678,130
597,9.95995996,1139,190,29,1139,125,1673,194,28,1673,130
598,9.97664331,1136,190,29,1136,126,1668,194,30,1668,131
599,9.99332666,1130,190,28,1130,126,1662,194,29,1662,131
600,10.01001001,1124,190,28,1124,126,1656,194,28,1656,131
601,10.02669336,1120,190,29,1120,126,1652,194,29,1652,131
602,10.04337671,1113,190,29,1113,126,1647,194,29,1647,131
603,10.06006006,1109,190,28,1109,126,1641,194,29,1641,131
604,10.07674341,1104,190,28,1104,126,1634,194,28,1634,131
605,10.09342676,1099,188,27,1099,126,1631,194,29,1631,130
606,10.11011011,1093,190,27,1093,126,1625,194,27,1625,130
607,10.12679346,1089,190,26,1089,126,1619,194,27,1619,130
608,10.14347681,1085,188,27,1085,126,1613,192,29,1613,130
609,10.16016016,1080,192,28,1080,126,1610,192,30,1610,130
610,10.17684351,1075,188,27,1075,126,1603,194,28,1603,130
611,10.19352686,1069,190,28,1069,126,1597,194,28,1597,130
612,10.21021021,1064,190,28,1064,126,1594,192,29,1594,130
613,10.22689356,1058,190,28,1058,126,1588,194,29,1588,130
614,10.24357691,1054,192,28,1054,126,1582,194,26,1582,130
615,10.26026026,1049,190,29,1049,126,1577,194,29,1577,130
616,10.27694361,1044,190,26,1044,126,1572,194,27,1572,130
617,10.29362696,1039,192,28,1039,126,1565,194,28,1565,130
618,10.31031031,1034,192,28,1034,126,1560,194,30,1560,130
619,10.32699366,1029,190,28,1029,126,1553,194,29,1553,130
620,10.34367701,1022,190,27,1022,126,1550,194,29,1550,130
621,10.36036036,1018,190,28,1018,126,1544,192,27,1544,130
622,10.37704371,1013,192,28,1013,126,1539,192,27,1539,130
623,10.39372706,1006,192,28,1006,126,1534,194,29,1534,130
624,10.41041041,1003,192,29,1003,126,1529,192,28,1529,130
625,10.42709376,996,192,27,996,126,1524,194,30,1524,130
626,10.44377711,992,190,28,992,126,1518,192,30,1518,130
627,10.46046046,985,192,29,985,126,1513,192,27,1513,130
628,10.47714381,981,190,29,981,126,1507,194,27,1507,130
629,10.49382716,975,192,28,975,126,1501,192,28,1501,130
630,10.51051051,969,192,28,969,126,1495,192,30,1495,130
631,10.52719386,965,192,28,965,126,1489,194,27,1489,130
632,10.54387721,958,192,29,958,126,1484,194,30,1484,130
633,10.56056056,954,192,28,954,126,1480,194,30,1480,130
634,10.57724391,949,192,28,949,126,1475,194,28,1475,130
635,10.59392726,942,192,28,942,126,1468,194,27,1468,130
636,10.61061061,939,192,27,939,126,1461,192,28,1461,130
637,10.62729396,933,192,29,933,126,1457,192,29,1457,130
638,10.64397731,928,190,28,928,126,1450,194,26,1450,130
639,10.66066066,921,192,29,921,126,1447,194,28,1447,130
640,10.67734401,915,190,28,915,127,1439,192,28,1439,130
641,10.69402736,909,194,28,909,127,1433,192,28,1433,130
642,10.71071071,906,192,28,906,127,1428,192,29,1428,130
643,10.72739406,899,192,28,899,127,1423,194,29,1423,130
644,10.74407741,893,192,29,893,127,1417,192,29,1417,130
645,10.76076076,886,192,29,886,127,1410,194,29,1410,130
646,10.77744411,880,194,27,880,127,1404,194,29,1404,130
647,10.79412746,876,192,28,876,127,1398,194,28,1398,130
648,10.81081081,869,192,29,869,127,1393,192,30,1393,130
649,10.82749416,863,192,29,863,127,1387,194,29,1387,130
650,10.84417751,857,192,27,857,127,1381,194,29,1381,130
651,10.86086086,853,192,28,853,127,1375,194,29,1375,130
652,10.87754421,847,192,29,847,127,1369,194,29,1369,131
653,10.89422756,840,192,27,840,127,1364,192,28,1364,131
654,10.91091091,833,194,28,833,127,1357,196,28,1357,131
655,10.92759426,826,194,27,826,127,1352,194,29,1352,131
656,10.94427761,823,194,29,823,127,1345,192,28,1345,131
657,10.96096096,816,194,29,816,127,1340,192,28,1340,131
658,10.97764431,810,194,29,810,127,1334,194,29,1334,131
659,10.99432766,804,192,30,804,127,1328,194,28,1328,130
660,11.01101101,798,192,29,798,127,1322,194,29,1322,130
661,11.02769436,792,194,30,792,127,1316,194,29,1316,130
662,11.04437771,784,192,27,784,127,1310,194,29,1310,130
663,11.06106106,781,192,28,781,128,1305,192,28,1305,130
664,11.07774441,771,196,28,771,127,1297,192,27,1297,130
665,11.09442776,767,194,29,767,127,1291,194,27,1291,130
666,11.11111111,759,194,29,759,127,1285,194,27,1285,130
667,11.12779446,754,196,27,754,128,1280,194,28,1280,130
668,11.14447781,747,196,28,747,128,1273,194,29,1273,130
669,11.16116116,739,196,29,739,128,1265,194,30,1265,130
670,11.17784451,734,194,29,734,128,1262,194,28,1262,130
671,11.19452786,730,194,29,730,128,1254,194,29,1254,130
672,11.21121121,723,194,28,723,128,1249,192,28,1249,130
673,11.22789456,715,196,30,715,128,1241,194,29,1241,130
674,11.24457791,708,194,29,708,128,1234,194,27,1234,130
675,11.26126126,702,194,26,702,129,1228,196,29,1228,130
676,11.27794461,697,194,27,697,129,1223,194,27,1223,131
677,11.29462796,689,196,29,689,129,1215,194,30,1215,130
678,11.31131131,681,196,30,681,129,1209,194,27,1209,131
679,11.32799466,675,194,28,675,129,1203,194,27,1203,131
680,11.34467801,666,196,30,666,129,1196,194,27,1196,131
681,11.36136136,662,196,30,662,130,1188,192,28,1188,131
682,11.37804471,653,196,30,653,130,1183,194,27,1183,131
683,11.39472806,646,196,29,646,130,1176,194,27,1176,131
684,11.41141141,638,198,30,638,130,1168,196,28,1168,131
685,11.42809476,633,196,30,633,130,1161,192,28,1161,131
686,11.44477811,624,196,30,624,130,1156,192,28,1156,131
687,11.46146146,619,200,28,619,131,1149,194,27,1149,132
688,11.47814481,612,198,29,612,131,1142,194,29,1142,132
689,11.49482816,601,200,29,601,131,1135,194,27,1135,132
690,11.51151151,593,200,29,593,131,1127,194,27,1127,132
691,11.52819486,588,198,29,588,131,1122,194,29,1122,132
692,11.54487821,581,200,30,581,131,1115,194,29,1115,132
693,11.56156156,575,198,30,575,132,1107,194,28,1107,132
694,11.57824491,568,200,30,568,132,1100,196,30,1100,132
695,11.59492826,558,200,30,558,132,1092,196,28,1092,132
696,11.61161161,550,202,29,550,132,1086,196,28,1086,133
697,11.62829496,546,200,29,546,133,1080,196,29,1080,133
698,11.64497831,536,200,30,536,133,1074,194,28,1074,133
699,11.66166166,527,202,30,527,133,1065,194,28,1065,133
700,11.67834501,521,198,28,521,133,1059,196,30,1059,133
701,11.69502836,511,200,28,511,133,1051,196,27,1051,133
702,11.71171171,504,202,30,504,134,1044,196,28,1044,133
703,11.72839506,494,200,29,494,134,1036,196,30,1036,133
704,11.74507841,486,202,30,486,134,1032,196,28,1032,133
